incident_type,creation_date,closed_date,latitude,longitude,borough
Law Enforcement-Suspicious Package,2022-07-15T21:07:51.000,2022-07-15T21:50:19.000,40.75232004781827,-73.98594990092607,Manhattan
Marine-Other,2022-07-12T16:13:25.000,2022-07-27T17:39:51.000,40.76374136800813,-73.99879439408795,Manhattan
Marine-Other,2022-07-12T16:13:25.000,,40.76374136800813,-73.99879439408795,Manhattan
Fire-2nd Alarm,2022-06-18T11:38:31.000,2022-06-18T18:12:18.000,40.766807957909435,-73.9941873839098,Manhattan
Fire-10-76 (Commercial High Rise Fire),2022-06-14T18:48:16.000,2022-06-14T20:05:40.000,40.75808872504072,-73.9802608517838,Manhattan
Law Enforcement-Suspicious Package,2022-06-14T10:54:43.000,2022-06-14T12:09:56.000,40.75188565568621,-73.99039809312224,Manhattan
Law Enforcement-Suspicious Package,2022-06-12T20:31:15.000,2022-06-12T22:13:00.000,40.756377475688396,-73.99064435343753,Mnahatttan
Law Enforcement-Device,2022-05-30T12:19:28.000,2022-05-30T13:26:11.000,40.750790057122146,-73.974419922556,Manhattan
Utility-Water Main,2022-05-28T06:23:39.000,,40.75184181833259,-73.98016865084887,Manhattan
Utility-Water Main,2022-05-28T06:23:39.000,2022-05-28T15:06:36.000,40.75184181833259,-73.98016865084887,Manhattan
Utility-Water Main,2022-05-25T17:41:25.000,2022-05-25T22:02:03.000,40.75584183016599,-73.98220847080565,Manhattan
Rescue-High Angle,2022-05-20T08:32:20.000,2022-05-20T09:42:09.000,40.76250250952435,-73.97519382367618,Manhattan
Structural-Falling Debris,2022-04-23T14:32:55.000,2022-04-23T19:42:51.000,40.75538767329567,-73.99864617822186,Manhattan
Law Enforcement-Device,2022-04-22T08:33:50.000,2022-04-22T09:08:12.000,40.75413003598999,-73.98827990237078,Manhattan
Fire-Manhole,2022-04-10T19:06:21.000,2022-04-13T13:22:15.000,40.75691551005323,-73.98667921032137,Manhattan
Fire-Manhole,2022-04-10T19:06:21.000,,40.75691551005323,-73.98667921032137,Manhattan
Fire-Manhole,2022-04-10T19:06:21.000,,40.75691551005323,-73.98667921032137,Manhattan
Fire-Manhole,2022-04-10T19:06:21.000,,40.75691551005323,-73.98667921032137,Manhattan
Rescue-Technical,2022-04-05T00:05:14.000,2022-04-05T00:27:20.000,40.750320041901574,-73.99109990987512,New York
Fire-10-76 (Commercial High Rise Fire),2022-03-25T10:42:38.000,2022-03-25T12:19:41.000,40.750622167601534,-73.99855569656872,Manhattan
Structural-Falling Debris,2022-02-25T17:25:07.000,,40.76477702277003,-73.9778437623651,Manhattan
Structural-Falling Debris,2022-02-25T17:25:07.000,,40.76477702277003,-73.9778437623651,Manhattan
Structural-Falling Debris,2022-02-25T17:25:07.000,,40.76477702277003,-73.9778437623651,Manhattan
Structural-Falling Debris,2022-02-25T17:25:07.000,2022-03-01T17:24:19.000,40.76477702277003,-73.9778437623651,Manhattan
Structural-Falling Debris,2022-02-25T17:25:07.000,,40.76477702277003,-73.9778437623651,Manhattan
Fire-1st Alarm,2022-02-24T07:19:37.000,,40.752190044500026,-73.9934599185332,Manhattan
Fire-1st Alarm,2022-02-24T07:19:37.000,2022-02-24T07:46:12.000,40.752190044500026,-73.9934599185332,Manhattan
Fire-Other,2022-02-19T22:20:02.000,2022-02-20T00:40:43.000,40.754784997904096,-73.98651676903782,Manhattan
Fire-10-77 (Residential High Rise Fire),2022-02-10T16:33:04.000,2022-02-10T18:07:07.000,40.749222389771234,-73.97636335062624,Manhattan
Fire-10-77 (Residential High Rise Fire),2022-02-07T14:14:04.000,2022-02-07T15:25:02.000,40.749748857109694,-73.99125933367353,Manhattan
Fire-2nd Alarm,2022-01-14T09:42:41.000,2022-01-14T13:49:19.000,40.76378091739667,-73.99223549011734,Manhattan
Law Enforcement-Suspicious Package,2022-01-11T18:45:45.000,2022-01-11T20:01:03.000,40.74915424489842,-73.99167658481359,Manhattan
Fire-10-76 (Commercial High Rise Fire),2022-01-05T10:58:50.000,2022-01-05T12:05:37.000,40.757104647698384,-73.98640185314528,Manhattan
Fire-10-77 (Residential High Rise Fire),2021-12-24T08:02:45.000,2021-12-24T09:25:53.000,40.764440782724165,-73.98060543182334,Manhattan
Fire-10-76 (Commercial High Rise Fire),2021-12-19T22:00:06.000,2021-12-21T19:34:43.000,40.75844633133031,-73.98154589501057,Manhattan
Fire-10-76 (Commercial High Rise Fire),2021-11-05T19:56:02.000,2021-11-05T22:14:26.000,40.76056916264641,-73.98196039203073,Manhattan
Utility-Water Main,2021-10-30T10:09:24.000,,40.75666002964445,-73.97856988663719,Manhattan
Utility-Water Main,2021-10-30T10:09:24.000,,40.75666002964445,-73.97856988663719,Manhattan
Utility-Water Main,2021-10-30T10:09:24.000,2021-11-01T08:52:53.000,40.75666002964445,-73.97856988663719,Manhattan
Law Enforcement-Device,2021-10-25T13:37:35.000,2021-10-25T15:23:32.000,40.752923880123035,-73.99093738477255,Manhattan
Fire-10-76 (Commercial High Rise Fire),2021-09-17T18:12:16.000,,40.75333103471616,-73.99838062041474,Manhattan
Fire-10-76 (Commercial High Rise Fire),2021-09-17T18:12:16.000,2021-09-18T13:51:39.000,40.75333103471616,-73.99838062041474,Manhattan
HazMat-Other,2021-08-19T12:33:10.000,2021-08-19T13:30:21.000,40.75920003967323,-73.98459991160063,Manhattan
Fire-10-76 (Commercial High Rise Fire),2021-08-19T01:35:35.000,2021-08-19T02:50:31.000,40.75499098317465,-73.99094903561796,New York
Utility-Power Outage,2021-08-14T19:45:33.000,2021-08-14T20:46:25.000,40.76496222882433,-73.99457012465975,New York
Law Enforcement-Haz Mat,2021-08-13T12:24:00.000,,40.75844633133031,-73.98154589501057,Manhattan
Utility-Water Main,2021-08-07T22:43:46.000,2021-08-08T11:42:49.000,40.75067191292222,-73.99208153258171,new york
Fire-High Rise,2021-07-24T19:05:54.000,2021-07-24T21:16:10.000,40.748698017908595,-73.99165898281693,Manhattan
Fire-Haz Mat,2021-07-02T18:18:42.000,2021-07-02T19:58:32.000,40.755341011451264,-73.9779659705134,Manhattan
Fire-Residential,2021-06-17T00:02:59.000,2021-06-17T13:34:39.000,40.76238088581391,-73.98983760496792,Manhattan
Fire-Residential,2021-06-17T00:02:59.000,,40.76238088581391,-73.98983760496792,Manhattan
Fire-2nd Alarm,2021-06-16T01:37:45.000,,40.76356797428993,-73.98897915812987,Manhattan
Fire-2nd Alarm,2021-06-16T01:37:45.000,2021-06-16T12:28:43.000,40.76356797428993,-73.98897915812987,Manhattan
Fire-10-77 (Residential High Rise Fire),2021-06-02T02:20:21.000,2021-06-02T19:06:02.000,40.76398798539565,-73.97654020744646,Manhattan
Fire-10-77 (Residential High Rise Fire),2021-06-02T02:20:21.000,,40.76398798539565,-73.97654020744646,Manhattan
Fire-10-76 (Commercial High Rise Fire),2021-05-30T20:55:26.000,,40.74972183086956,-73.97510690148984,Manhattan
Fire-10-76 (Commercial High Rise Fire),2021-05-30T20:55:26.000,2021-06-01T00:28:35.000,40.74972183086956,-73.97510690148984,Manhattan
Fire-10-76 (Commercial High Rise Fire),2021-05-27T22:12:08.000,2021-05-27T23:46:17.000,40.76026835377661,-73.97602066586387,Manhattan
HazMat-Other,2021-05-22T15:40:40.000,2021-05-28T17:45:16.000,40.75468785477473,-73.987962063811,Manhattan
HazMat-Other,2021-05-22T15:40:40.000,2021-05-22T17:02:20.000,40.75468785477473,-73.987962063811,Manhattan
Fire-2nd Alarm,2021-04-21T09:23:58.000,2021-04-21T10:39:42.000,40.75135069835981,-73.99131462432094,Manhattan
Utility-Gas High Pressure,2021-04-03T11:15:02.000,2021-04-03T12:40:04.000,40.7590062835424,-73.99956569261887,Manhattan
Law Enforcement-Suspicious Package,2021-04-02T15:58:52.000,2021-04-02T16:47:34.000,40.75870250328769,-73.99136844536118,Manhattan
Fire-Sensitive Location,2021-04-01T19:52:53.000,2021-04-01T20:47:20.000,40.75067665267903,-73.99451389013284,Manhattan
Fire-10-77 (Residential High Rise Fire),2021-03-23T21:44:54.000,2021-03-23T23:06:40.000,40.75398881181839,-73.9938111335045,Manhattan
Fire-Other,2021-03-19T17:18:33.000,2021-03-19T17:29:35.000,40.749075000000005,-73.9919925,Manhattan
Fire-10-77 (Residential High Rise Fire),2021-03-16T11:28:57.000,2021-03-16T18:52:57.000,40.764971070674434,-73.97676372616975,Manhattan
Fire-10-76 (Commercial High Rise Fire),2021-03-15T16:31:35.000,2021-03-15T17:21:07.000,40.751142656736484,-73.98057553964257,Manhattan
Fire-10-76 (Commercial High Rise Fire),2021-03-09T08:14:12.000,2021-03-09T09:44:23.000,40.75258509463732,-73.99057500067853,Manhattan
Fire-Commercial,2021-03-03T09:38:25.000,2021-03-03T15:36:22.000,40.75221137425898,-73.98395258069617,Manhattan
Law Enforcement-Suspicious Package,2021-02-26T11:30:59.000,2021-02-26T12:43:43.000,40.76654190445335,-73.98018117341391,Manhattan
Structural-Sidewalk Shed,2021-02-13T20:40:41.000,2021-02-13T23:58:30.000,40.764014464628524,-73.99591349923246,Manhattan
Fire-Other,2021-01-31T09:04:11.000,2021-01-31T13:42:28.000,40.74976000000004,-73.99150999999995,Manhattan
Transportation-Train Ground Level,2021-01-29T07:26:28.000,2021-01-29T08:41:30.000,40.75029003468822,-73.9948599478206,MANHATTAN
Transportation-Train Ground Level,2021-01-29T07:26:28.000,,40.75029003468822,-73.9948599478206,MANHATTAN
Structural-Falling Debris,2020-12-24T17:28:31.000,,40.76457732381247,-73.97757860013256,Manhattan
Structural-Falling Debris,2020-12-24T17:28:31.000,,40.76457732381247,-73.97757860013256,Manhattan
Structural-Falling Debris,2020-12-24T17:28:31.000,,40.76457732381247,-73.97757860013256,Manhattan
Structural-Falling Debris,2020-12-24T17:28:31.000,,40.76457732381247,-73.97757860013256,Manhattan
Structural-Falling Debris,2020-12-24T17:28:31.000,,40.76457732381247,-73.97757860013256,Manhattan
Structural-Falling Debris,2020-12-24T17:28:31.000,,40.76457732381247,-73.97757860013256,Manhattan
Structural-Falling Debris,2020-12-24T17:28:31.000,,40.76457732381247,-73.97757860013256,Manhattan
Structural-Falling Debris,2020-12-24T17:28:31.000,,40.76457732381247,-73.97757860013256,Manhattan
Structural-Falling Debris,2020-12-24T17:28:31.000,2021-02-09T16:04:59.000,40.76457732381247,-73.97757860013256,Manhattan
Structural-Falling Debris,2020-12-24T17:28:31.000,2021-04-09T04:28:06.000,40.76457732381247,-73.97757860013256,Manhattan
Fire-Manhole,2020-12-15T20:05:12.000,2020-12-15T21:18:23.000,40.75703841765207,-73.98124600505471,Manhattan
Law Enforcement-Device,2020-12-09T00:58:10.000,2020-12-09T04:46:03.000,40.7523225205252,-73.9778721326394,Manhattan
Fire-Commercial,2020-11-28T01:34:46.000,2020-11-28T02:34:34.000,40.75920680983672,-73.98637520556032,Manhattan
Structural-Scaffold,2020-11-16T02:13:00.000,,40.75562000309844,-73.99888996686735,Manhattan
Structural-Scaffold,2020-11-16T02:13:00.000,2020-11-16T11:07:22.000,40.75562000309844,-73.99888996686735,Manhattan
Structural-Falling Debris,2020-11-15T21:44:13.000,,40.76457732381247,-73.97757860013256,Manhattan
Structural-Falling Debris,2020-11-15T21:44:13.000,,40.76457732381247,-73.97757860013256,Manhattan
Structural-Falling Debris,2020-11-15T21:44:13.000,2020-11-17T14:52:02.000,40.76457732381247,-73.97757860013256,Manhattan
Structural-Scaffold,2020-11-14T11:35:18.000,2020-11-14T12:52:36.000,40.75368869900504,-73.99989707211883,Manhattan
Fire-3rd Alarm,2020-11-03T13:15:33.000,2020-11-03T15:18:57.000,40.75549405025453,-73.99138388827984,Manhattan
Administration-Social Media,2020-10-29T19:45:10.000,2020-10-29T19:45:10.000,40.7646502065035,-73.97788312516595,New York
Structural-Falling Debris,2020-10-29T19:08:39.000,,40.76457732381247,-73.97757860013256,Manhattan
Structural-Falling Debris,2020-10-29T19:08:39.000,2020-11-01T13:57:36.000,40.76457732381247,-73.97757860013256,Manhattan
Structural-Falling Debris,2020-10-29T19:08:39.000,,40.76457732381247,-73.97757860013256,Manhattan
Structural-Falling Debris,2020-10-29T19:08:39.000,,40.76457732381247,-73.97757860013256,Manhattan
Structural-Falling Debris,2020-10-29T19:08:39.000,,40.76457732381247,-73.97757860013256,Manhattan
Structural-Falling Debris,2020-10-29T19:08:39.000,2020-11-06T10:04:30.000,40.76457732381247,-73.97757860013256,Manhattan
Structural-Falling Debris,2020-10-29T19:08:39.000,,40.76457732381247,-73.97757860013256,Manhattan
Fire-10-76 (Commercial High Rise Fire),2020-10-29T07:48:39.000,2020-10-29T09:36:04.000,40.75562842759264,-73.97713975186501,Manhattan
Fire-10-76 (Commercial High Rise Fire),2020-10-14T09:34:20.000,2020-10-14T12:07:35.000,40.75631602459433,-73.98182212084282,Manhattan
HazMat-Other,2020-09-25T17:44:03.000,2020-09-25T19:47:26.000,40.760277418754164,-73.9760047144049,Manhattan
Fire-10-76 (Commercial High Rise Fire),2020-09-24T23:06:52.000,2020-09-25T01:14:10.000,40.75267311793925,-74.000649421876,Manhattan
Transportation-Train Subway,2020-09-21T09:31:16.000,2020-09-21T09:50:32.000,40.74961009875589,-73.99325702312754,Manhattan
Fire-2nd Alarm,2020-09-12T15:35:32.000,2020-09-12T17:24:48.000,40.763073233311495,-73.99303904375073,Manhattan
Transportation-Train Subway,2020-09-11T14:21:41.000,2020-09-11T14:43:22.000,40.749720000000025,-73.99345999999997,Manhattan
Fire-10-76 (Commercial High Rise Fire),2020-09-01T08:10:04.000,2020-09-01T09:36:32.000,40.75224089419984,-73.98754147021452,Manhattan
Transportation-Other,2020-08-25T00:58:00.000,2020-08-25T01:27:46.000,40.74961009875589,-73.99325702312754,Manhattan
Fire-10-76 (Commercial High Rise Fire),2020-08-15T03:14:14.000,2020-08-15T04:12:01.000,40.75124031899942,-73.98320074294382,Manhattan
Fire-10-76 (Commercial High Rise Fire),2020-08-06T20:28:32.000,2020-08-06T21:19:13.000,40.74853154629695,-73.99231137213081,Manhattan
Fire-10-76 (Commercial High Rise Fire),2020-07-31T00:29:24.000,2020-07-31T01:51:22.000,40.75372789082388,-73.99103269325208,Manhattan
Fire-10-77 (Residential High Rise Fire),2020-07-29T13:02:31.000,2020-07-29T20:31:28.000,40.76390207450253,-73.97847177344622,Manhattan
Transportation-Train Subway,2020-07-23T19:32:15.000,2020-07-23T20:18:37.000,40.752190044500026,-73.9934599185332,Manhattan
Fire-2nd Alarm,2020-07-19T17:01:56.000,2020-07-19T19:44:21.000,40.764510573299816,-73.97529614908142,Manhattan
Fire-Other,2020-07-17T20:07:18.000,2020-07-17T20:14:17.000,40.750320041901574,-73.99109990987512,Manhattan
Structural-Other,2020-07-03T10:38:37.000,2020-07-03T11:22:34.000,40.76278511200558,-73.97416148036342,Manhattan
Transportation-Train Subway,2020-07-01T18:04:48.000,2020-07-01T19:23:47.000,40.751677587199644,-73.99247040902357,Manhattan
Fire-10-77 (Residential High Rise Fire),2020-06-29T08:54:41.000,2020-06-29T10:18:05.000,40.76519837564753,-73.97529691993005,Manhattan
Fire-1st Alarm,2020-06-25T13:55:53.000,2020-06-25T14:30:37.000,40.753787140350774,-73.99344172308149,Manhattan
Fire-10-76 (Commercial High Rise Fire),2020-06-17T12:33:03.000,2020-06-17T14:24:21.000,40.74840136199598,-73.98466906599461,Manhattan
Fire-Sensitive Location,2020-05-26T19:51:26.000,2020-05-26T20:01:18.000,40.768056,-73.981431,Manhattan
Utility-Water Main,2020-05-26T18:25:24.000,2020-05-27T11:06:13.000,40.7579896473944,-73.97542445916119,Manhattan
Utility-Water Main,2020-05-26T18:25:24.000,,40.7579896473944,-73.97542445916119,Manhattan
Fire-Other,2020-04-13T13:06:01.000,2020-04-13T13:38:21.000,40.75028999999999,-73.994859,Manhattan
Medical-Public Health,2020-03-25T12:48:12.000,,40.757249139954624,-74.00100252832581,Manhattan
Medical-Public Health,2020-03-25T12:48:12.000,,40.757249139954624,-74.00100252832581,Manhattan
Medical-Public Health,2020-03-25T12:48:12.000,,40.757249139954624,-74.00100252832581,Manhattan
Medical-Public Health,2020-03-25T12:48:12.000,,40.757249139954624,-74.00100252832581,Manhattan
Medical-Public Health,2020-03-25T12:48:12.000,,40.757249139954624,-74.00100252832581,Manhattan
Medical-Public Health,2020-03-25T12:48:12.000,2020-12-25T06:36:25.000,40.757249139954624,-74.00100252832581,Manhattan
Medical-Public Health,2020-03-25T12:48:12.000,,40.757249139954624,-74.00100252832581,Manhattan
Fire-1st Alarm,2020-03-16T11:21:16.000,2020-03-16T13:46:51.000,40.75234410655471,-73.9779248912538,Manhattan
Transportation-Train Subway,2020-03-13T19:04:21.000,2020-03-13T21:15:17.000,40.75028999999999,-73.994859,Manhattan
Transportation-Other,2020-03-13T13:00:11.000,2020-03-13T13:46:04.000,40.75029000000001,-73.99485899999999,New York
Utility-Water Main,2020-03-08T08:05:47.000,2020-03-08T23:04:23.000,40.76439521120669,-73.99505642353856,New York
Fire-10-76 (Commercial High Rise Fire),2020-02-21T22:26:25.000,2020-02-21T23:54:13.000,40.75630713460102,-73.99043368844143,New York
Fire-Other,2020-02-12T17:30:28.000,2020-02-12T18:05:46.000,40.751677587199644,-73.99247040902357,Manhattan
Utility-Water Main,2020-01-23T08:40:58.000,2020-01-23T22:51:48.000,40.760442000000005,-73.983681,Manhattan
Structural-Falling Debris,2020-01-16T14:29:11.000,2020-01-16T20:33:28.000,40.764423864368176,-73.97720836969316,Manhattan
Fire-2nd Alarm,2020-01-10T11:14:34.000,2020-01-10T23:35:24.000,40.76111766968979,-73.99058058766836,Manhattan
Structural-Falling Debris,2020-01-09T08:44:21.000,2020-01-09T14:36:19.000,40.75141933270951,-73.97794217479417,manhattan
Law Enforcement-Other,2020-01-04T17:22:17.000,2020-01-04T22:26:02.000,40.76476619218484,-73.98247891915508,Manhattan
Rescue-Confined Space,2019-12-27T15:38:01.000,2019-12-27T16:51:55.000,40.757228999999995,-73.976049,Manhattan
Fire-10-77 (Residential High Rise Fire),2019-12-22T20:02:19.000,2019-12-22T21:17:37.000,40.75751078369528,-73.98819878529994,Manhattan
Structural-Falling Debris,2019-12-22T09:26:56.000,2019-12-22T11:52:41.000,40.76457704739658,-73.97757808922466,Manhattan
Fire-Collapse,2019-12-22T08:30:21.000,2019-12-22T10:49:22.000,40.749720000000025,-73.99345999999997,Manhattan
Fire-10-77 (Residential High Rise Fire),2019-12-21T03:37:55.000,2019-12-21T05:00:12.000,40.75792514019256,-73.98334868779244,Manhattan
Structural-Falling Debris,2019-12-18T10:50:43.000,,40.766192999999994,-73.97955,Manhattan
Structural-Falling Debris,2019-12-18T10:50:43.000,,40.766192999999994,-73.97955,Manhattan
Structural-Falling Debris,2019-12-18T10:50:43.000,,40.766192999999994,-73.97955,Manhattan
Structural-Falling Debris,2019-12-18T10:50:43.000,,40.766192999999994,-73.97955,Manhattan
Structural-Falling Debris,2019-12-18T10:50:43.000,2019-12-23T14:23:23.000,40.766192999999994,-73.97955,Manhattan
Structural-Falling Debris,2019-12-18T10:50:43.000,,40.766192999999994,-73.97955,Manhattan
Structural-Parapet,2019-12-17T11:38:47.000,2019-12-18T17:04:36.000,40.760052344360744,-73.98389920703855,Manhattan
Transportation-Train Subway,2019-12-13T23:26:49.000,2019-12-14T01:11:55.000,40.750694765134945,-73.99222919459802,Manhattan
HazMat-High Carbon Monoxide,2019-12-08T10:51:54.000,2019-12-08T16:26:22.000,40.76455715731307,-73.98066805143372,manhattan
Fire-10-76 (Commercial High Rise Fire),2019-11-23T17:05:42.000,2019-11-23T19:32:41.000,40.753257684194374,-73.9899093599125,Manhattan
Transportation-Train Subway,2019-11-21T08:04:49.000,2019-11-21T08:13:03.000,40.75028999999999,-73.994859,Manhattan
Utility-Steam Main,2019-11-18T17:25:37.000,2019-11-22T04:03:30.000,40.761638999999995,-73.9865295,Manhattan
Utility-Steam Main,2019-11-18T17:25:37.000,,40.761638999999995,-73.9865295,Manhattan
Structural-Other,2019-11-17T08:46:58.000,2019-11-17T14:07:13.000,40.75221651430194,-73.98779649932023,Manhattan
Structural-Scaffold,2019-11-11T07:56:13.000,2019-11-11T11:36:52.000,40.75401288607116,-73.9996511850458,Manhattan
Transportation-Train Ground Level,2019-11-04T18:04:39.000,2019-11-04T19:24:59.000,40.75028999999999,-73.994859,Manhattan
Fire-10-76 (Commercial High Rise Fire),2019-10-27T11:15:10.000,2019-10-27T14:54:35.000,40.750764298141554,-73.98085138822982,Manhattan
Law Enforcement-Suspicious Package,2019-10-27T01:21:07.000,2019-10-27T03:21:06.000,40.756313870390656,-73.99049891799864,New York
Fire-10-76 (Commercial High Rise Fire),2019-10-20T13:05:25.000,2019-10-20T16:14:54.000,40.75965352004726,-73.97420782295856,Manhattan
